Üretici,Kök_Neden_TR,Çözüm_TR
CADILLAC,"General Motors LLC (GM), 14 Nisan 2009 ile 1 Eylül 2014 arasında üretilen belirli model yılı 2010-2015 Cadillac SRX araçlarını ve 1 Şubat 2011 ile 13 Eylül 2011 arasında üretilen 2011-2012 Saab 9-4X araçlarını geri çağırıyor. Etkilenen araçlarda, arka süspansiyon uç ayar bağlantısındaki kontra somunu torklanmayabilir. uygun spesifikasyona göre.  Gevşek bir uç ayar bağlantısı, aracın otoyol hızlarında sallanmasına veya gezinmesine neden olabilir.  Gevşek bir ayak parmağı ayarlayıcı bağlantısı, iplik hasarına ve sonuçta arızaya yol açabilir.  Burun ayarlayıcı bağlantısının arızalanması, aracın hizasında ani bir değişikliğe neden olacaktır.","GM, araç sahiplerini bilgilendirecek ve bayiler, sol ve sağ arka ayak bağlantı ayarlayıcısı kilit somunlarının torkunu kontrol edecek ve hasar veya gevşek bağlantı belirtisi varsa parçaları ücretsiz olarak değiştirecektir.  Geri çağırma 11 Kasım 2014'te başladı. Araç sahipleri 1-800-458-8006 numaralı telefondan Cadillac müşteri hizmetleriyle veya 1-800-955-9007 numaralı telefondan Saab müşteri hizmetleriyle iletişime geçebilir.  GM'nin bu geri çağırma numarası 14457'dir."
HONDA,"DOPE, INC., ÇEŞİTLİ BİNEK ARAÇLAR İÇİN SATIŞ SONRASI EKİPMAN OLARAK KULLANILMAK ÜZERE SATILAN ÇEŞİTLİ PARÇA NUMARALARINA SAHİP 42.540 KOMBİNE KÖŞE VE TAMPON LAMBASI GRUPLARINI GERİ ÇEKİYOR.  BU FARLAR FEDERAL MOTORLU TAŞIT GÜVENLİK STANDARDI NO. 108, ""LAMBALAR, YANSITICI CİHAZLAR VE İLGİLİ EKİPMAN.""  BU LAMBALAR GEREKLİ KEHRİBAR YAN REFLEKTÖRLERİ İÇERMEZ.","DOPE, INC. SAHİPLERİNİ BİLDİRECEK VE UYGUN OLMAYAN KOMBİNE LAMBALAR İÇİN TAM İADE TEKLİF EDECEKTİR.  GÜVENLİK GERİ ÇAĞIRMASI 28 TEMMUZ 2009'DA BAŞLADI. SAHİPLER 1-626-272-1798 numaralı telefondan DOPE, INC. İLE İLETİŞİME GEÇEBİLİR."
CROSSROADS,"Crossroads RV (Crossroads) olarak faaliyet gösteren DS Corp, 4 Mart 2015 ile 20 Mart 2015 tarihleri ​​arasında üretilen 2016 model yılı Crossroads Sunset Trail, Cruiser Aire, Cruiser, Cameo ve ReZerve eğlence amaçlı treylerlerini geri çağırıyor. Etkilenen araçlarda, genişleyen odayı kayar mekanizma kablosuna bağlayan vidalar arızalanarak araç hareket halindeyken odanın istenmeden uzamasına neden olabilir.","Crossroads, sahipleri bilgilendirecek ve bayiler, slayt odası mekanizmasını bağlayan vidaları ücretsiz olarak değiştirecek.  Geri çağırma 6 Nisan 2015'te başladı. Araç sahipleri 1-855-226-7496 numaralı telefondan Crossroads müşteri hizmetleriyle iletişime geçebilir. Bu geri çağırmanın dönüm noktası sayısı 36."
ALTEC,"Altec Industries Inc. (Altec), belirli 2003-2019 Altec AD108 Kablo taşıyıcıları ve HLIW-T Römorka Monte İzolatör Yıkama araçlarını geri çağırıyor.  Araçlar, hava bağlantılarında sızıntı yapabilecek DOT olmayan fren hattı bağlantı parçalarıyla donatılmış olabilir.  Dolayısıyla bu araçlar, Federal Motorlu Taşıt Güvenlik Standardı'nın (FMVSS) 106 numaralı ""Fren Hortumları"" gerekliliklerine uymamaktadır.","Altec araç sahiplerini bilgilendirecek ve bayiler araçları inceleyecek ve gerekirse fren hattı hava bağlantılarını ücretsiz olarak değiştirecek.  Geri çağırma 31 Temmuz 2019'da başladı. Araç sahipleri, 1-877-462-5832 numaralı telefondan Altec müşteri hizmetleriyle iletişime geçebilir.  Altec'in bu geri çağırmaya ilişkin numarası CSN 723'tür."
MERCEDES-BENZ,"Mercedes-Benz USA, LLC (MBUSA), 2016 - 2021 CLA-Class, GLA-Class, GLE-Class, GLS-Class, SLC-Class, A-Class, GT-Class, C-Class, E-Class, S-Class, CLS-Class, SL-Class, B-Class, GLB-Class, GLC-Class ve G-Class araçlarını geri çağırıyor.  Belirli araç modeli ayrıntıları için lütfen Bölüm 573 raporuna bakın.  İletişim modülünün yazılım tasarımı, bir çarpışma durumunda acil çağrı sistemi (eCall) için doğru araç konumunu iletmede başarısız olabilir.",MBUSA sahipleri bilgilendirecek ve iletişim modülü yazılımı bir satıcı tarafından veya kablosuz (OTA) güncelleme yoluyla ücretsiz olarak güncellenecektir.  Geri çağırma 12 Mart 2021'de başladı. Araç sahipleri 1-877-762-8267 numaralı telefondan MBUSA müşteri hizmetleriyle iletişime geçebilir.  MBUSA'nın bu geri çağırmaya ilişkin numarası 2021020025'tir.
FLEETWOOD,"DOMETIC CORPORATION TARAFINDAN ÜRETİLEN İKİ KAPILI BUZDOLABI İLE DONATILAN BAZI MOTORLU EVLER VE SEYAHAT RÖMORKLARIN KAZAN BORUSUNDA BOZUK OLABİLİR.  BASINÇLI SOĞUTMA SIVISI, TUTUŞMA KAYNAĞININ (GAZ ALEVİ) MEVCUT OLDUĞU BİR ALANDA SAĞLANABİLİR.","FLEETWOOD, BU BUZDOLABLARININ TAMİR EDİLMESİ İÇİN DOMETIC İLE ÇALIŞACAKTIR (LÜTFEN BAKINIZ 06E076).  DOMETIC, İKİNCİL YANIK MUHAFAZASI, TERMAL SİGORTA VE ERİYİCİ SİGORTA TAKARAK BU BUZDOLABLARINI ÜCRETSİZ OLARAK TAMİR EDECEKTİR.   DOMETIC, BU KAMPANYAYI YÖNETMEK İÇİN STERICYCLE INC.'YI ELDE ETTİ.  STERICYCLE BAYİLİKLERİ VEYA SERVİS MERKEZLERİNİ BELİRTMENİZDE SİZE YARDIMCI OLACAK VE RANDEVULARIN PLANLANMASI KONUSUNDA YARDIM SAĞLAYACAKTIR.   SAHİPLER DOMETIC/STERICYCLE ile 1-888-446-5157 VEYA FLEETWOOD ile 1-800-322-8216 numaralı telefondan iletişime geçebilirler."
PRINX,"Prinx Chengshan Tire North America, Inc. (PCTNA), yedek lastik olarak satılan bazı Fortune Tormenta ve Prinx Hicountry'yi geri çağırıyor.  Belirli boyutlar için lütfen 573 Güvenlik Raporuna bakın.  Lastikler kar lastiği olarak etiketlenir ancak her türlü karlı hava koşulunda yeterli çekiş gücüne sahip değildir.  Dolayısıyla bu lastikler, Federal Motorlu Taşıt Güvenlik Standardı 139 numaralı ""Hafif Araçlar için Yeni Pnömatik Radyal Lastikler"" gerekliliklerine uymamaktadır.","Bayiler, ücretsiz olarak muayene edecek ve onaracak veya gerektiğinde müşterilere tamamen geri ödeme yapacaktır.  Sahip bildirim mektupları 27 Ocak 2025'te gönderildi. Sahipler, 1-855-544-4891 numaralı telefondan PCTNA müşteri hizmetleriyle iletişime geçebilir."
VOLVO,"Volvo Car USA, LLC (Volvo Car), 2020-2021 S90, 2020-2022 S60, V60, XC60, XC90 ve 2022 V90 plug-in hibrit araçlarından bazılarını geri çağırıyor.  Akü tamamen şarj olduğunda ve araç park halindeyken, yüksek voltajlı akü akü modülü içinde kısa devre yaşayabilir.","Araç sahiplerine, çözüm tamamlanana kadar araçlarını şarj etmemeleri tavsiye ediliyor.  Bayiler, yüksek gerilim akü modülünü gerektiği şekilde inceleyecek ve değiştirecektir.  Ayrıca bayiler pili izlemek için yazılımı güncelleyecek.  Tüm onarımlar ücretsiz olarak gerçekleştirilecektir.  Sahip bildirim mektupları 28 Mayıs 2025'te postalandı. Araç sahipleri 1-800-458-1552 numaralı telefondan Volvo Car'ın müşteri hizmetleriyle iletişime geçebilir.  Volvo Car'ın bu geri çağırma numarası R10312'dir."
LEXUS,"Toyota Motor Engineering & Manufacturing (Toyota), Panoramik Görüntü Monitörü (PVM) sistemi ile donatılmış bazı 2022-2026 Toyota, Lexus ve Subaru Solterra araçlarını geri çağırıyor. Modellerin tam listesi için lütfen geri çağırma raporuna bakın. Bir yazılım hatası, araç geri vitesteyken arka görüş kamerasının donmasına veya boş bir ekran görüntülemesine neden olabilir. Dolayısıyla bu araçlar, Federal Motorlu Taşıt Güvenlik Standardı'nın (FMVSS) 111 numaralı ""Arka Görünürlük"" gerekliliklerine uymuyor.",Bayiler park yardımı yazılımını ücretsiz olarak güncelleyecektir. Güvenlik riski sahiplerini bilgilendiren geçici mektupların 16 Aralık 2025'te postalanması bekleniyor. Nihai çözüm mevcut olduğunda ek mektuplar gönderilecek. Araç sahipleri 1-800-331-4331 numaralı telefondan Toyota'nın müşteri hizmetleriyle iletişime geçebilir. Toyota'nın bu geri çağırmaya ilişkin numaraları 25TB13 ve 25LB06'dır. Subaru'nun bu geri çağırma numarası WRE25'tir.
RAM,"Chrysler (FCA US LLC), belirli 2014-2018 Dodge Journey, Charger ve Durango, RAM 2500, 3500, 3500 Kabin Şasisi (10.000 lb'den fazla), 4500 Kabin Şasisi ve 5500 Kabin Şasisi, Jeep Cherokee ve Grand Cherokee ve Chrysler 300'ü geri çağırıyor. 2014-2019 RAM 1500, 2015-2018 Dodge Challenger, 2015-2017 Chrysler 200, 2016-2018 RAM 3500 Cab Şasi (10.000 lb'den az), 2017-2018 Chrysler Pacifica ve 2018 Jeep Wrangler araçları.  Bu araçlar, hız sabitleme sisteminin devreden çıkmasını engelleyebilecek bir kusurun giderilmesi amacıyla geri çağrılıyor.  Hız sabitleyiciyi kullanırken aracın kablolarında bir kısa devre varsa, sürücü fren pedalına basarak veya devreye girdikten sonra sistemi manuel olarak kapatarak hız sabitleyiciyi kapatamayabilir, bu da aracın mevcut hızını korumasına veya muhtemelen hızlanmasına neden olabilir.","Chrysler, araç sahiplerini bilgilendirecek ve bayiler, yazılımı inceleyecek ve motor veya aktarma organı kontrol modülü üzerinde ücretsiz olarak bir yazılım flaşı gerçekleştirecek.  Geri çağırma 4 Haziran 2018'de başladı. Araç sahipleri 1-800-853-1403 numaralı telefondan Chrysler müşteri hizmetleriyle iletişime geçebilir.  Not: Araç sahiplerinin, yazılım güncellemesi gerçekleştirilinceye kadar sabit hız kontrolünü kullanmayı bırakmaları tavsiye edilir.  Sürüş esnasında hız sabitleyicinin devre dışı bırakılamaması durumunda araç sahipleri sert ve istikrarlı bir şekilde frenlere basmalı ve şanzımanı boşa almalı ve araç durduktan sonra park etmelidir."
AUDI,"Volkswagen Group of America, Inc. (Volkswagen), belirli 2021 Volkswagen ID4, Audi A4 Allroad, A4 Sedan, A5 Cabriolet, A5 Coupe, A5 Sportback, A6 Allroad, A6 Sedan, A7, A8, E-Tron Quattro, E-Tron Sportback Quattro, Q3, Q5, Q5 Sportback, Q7, Q8, RS5 Sportback, RS5 Coupe, RS6 Avant, RS7, RSQ8, S4 Sedan, S5 Cabriolet, S5 Coupe, S5 Sportback, S6 Sedan, S7, S8, SQ5, SQ5 Sportback, SQ7, SQ8 ve 2021-2022 S3 Sedan araçları.  Arka emniyet kemeri otomatik kilitleme toplayıcıları erken devre dışı kalabilir ve bu da çocuk emniyet sisteminin düzgün şekilde sabitlenmesini engelleyebilir.  Bu nedenle, bu araçlar 208 numaralı Federal Motorlu Taşıt Güvenlik Standardı ""Yolcu Çarpma Koruması"" gerekliliklerine uymamaktadır.","Bayiler orta arka emniyet kemeri gruplarını ücretsiz olarak inceleyecek ve gerektiğinde değiştirecektir.  Sahip bildirim mektupları 27 Ağustos 2021'de postalandı. Araç sahipleri, 1-800-893-5298 numaralı telefondan Volkswagen müşteri hizmetleriyle ve 1-800-253-2834 numaralı telefondan Audi müşteri hizmetleriyle iletişime geçebilir.  Volkswagen'in bu geri çağırmaya ilişkin numaraları 69CR (VW) ve 69CS'dir (Audi)."
BRAUN AMBULANCES,"Braun Ambulances (Braun), belirli 2014-2022 Chief XL, Express, Express Plus, Liberty, Patriot, Signature, Super Chief ve TLC araçlarını geri çağırıyor.  Aşırı voltaj, kondenser fan rölesine zarar vererek Isıtma, Havalandırma ve İklimlendirme (HVAC) sisteminin arızalanmasına ve aşırı ısınmasına neden olabilir.",Bayiler ücretsiz olarak röleyi değiştirecek ve bir diyot takacaktır.  Sahip bildirim mektupları 15 Aralık 2023'te postalandı. Sahipler 1-877-344-9990 numaralı telefondan Braun'un müşteri hizmetleriyle iletişime geçebilir.  Braun'un bu geri çağırma numarası 2022-02'dir.
MERCEDES-BENZ,"Mercedes-Benz USA, LLC (MBUSA), 2014-2020 C-Serisi, CLA, GLA, S-Serisi, GLC ve GLE araçlarını geri çağırıyor.  Belirli araç ayrıntıları için lütfen MBUSA'nın geri çağırma raporuna bakın.  Ön cam ile panoramik açılır tavan arasında bulunan ön tavan paneli, daha önceki bir onarım sırasında araca doğru şekilde bağlanmamış olabilir ve ön panelin araçtan ayrılmasına neden olabilir.","Bayiler ön paneli ücretsiz olarak değiştirecektir.  Sahip bildirim mektupları 2 Ağustos 2024'te postalandı. Sahip bildirim mektupları 22 Mart 2024 ve 2 Ağustos 2024 tarihlerinde aşamalı olarak postalanacak. Sahipler 1-800-367-6372 numaralı telefondan MBUSA müşteri hizmetleriyle iletişime geçebilir.  Bu geri çağırma, NHTSA geri çağırma numarası 21V-197'nin genişletilmesidir."
FORD,"Ford Motor Company (Ford), belirli 2005-2014 Mustang, 2004-2011 Ranger, 2009-2011 Mercury Milan, 2006 Ford GT, 2008-2012 Fusion, 2007-2010 Edge ve Lincoln MKX ve 2009-2010 Lincoln MKZ araçlarını geri çağırıyor.  Bu araçlar, yüksek mutlak neme, sıcaklığa ve sıcaklık döngüsüne uzun süre maruz kaldıktan sonra meydana gelen itici gazın bozulması nedeniyle patlayabilen, yedek servis parçası olarak kullanılan bir sürücü veya yolcu ön hava yastığı şişiricisiyle donatılabilir.","Ford, araç sahiplerini bilgilendirecek ve bayiler, sürücü ve yolcu hava yastığı modülünü inceleyecek ve gerekirse modülü veya şişiriciyi ücretsiz olarak değiştirecek.  Geri çağırma 17 Mart 2021'de başladı. Araç sahipleri 1-866-436-7332 numaralı telefondan Ford müşteri hizmetleriyle iletişime geçebilir.  Ford'un bu geri çağırma numarası 21S05'tir."
HUSQVARNA,"KTM North America, Inc. (KTM), 2018-2020 690 Enduro R, Vitpilen 701, 701 Enduro, 701 Supermoto, 2019-2020 690 SMC R, Svartpilen, 2018-2019 690 Duke ve 2020 701 Enduro LR motosikletlerini geri çağırıyor.  Debriyaj yardımcı silindirindeki körük tipi conta üretim sırasında hasar görmüş olabilir ve bu da debriyajın çalışmaz hale gelmesine ve debriyaj kolu içeri çekildiğinde ayrılmamasına neden olabilir.","Bayiler debriyaj yardımcı silindirini inceleyecek ve gerekirse ücretsiz olarak değiştirecektir.  Sahip bildirim mektuplarının 3 Aralık 2021'de postalanması bekleniyor. Araç sahipleri, 1-888-985-6090 numaralı telefondan KTM müşteri hizmetleriyle iletişime geçebilir.  KTM'nin bu geri çağırmaya ilişkin numaraları KTB2112 ve HTB2110'dur."
MERCEDES-BENZ,"Mercedes-Benz USA, LLC (MBUSA), 2016 - 2021 CLA-Class, GLA-Class, GLE-Class, GLS-Class, SLC-Class, A-Class, GT-Class, C-Class, E-Class, S-Class, CLS-Class, SL-Class, B-Class, GLB-Class, GLC-Class ve G-Class araçlarını geri çağırıyor.  Belirli araç modeli ayrıntıları için lütfen Bölüm 573 raporuna bakın.  İletişim modülünün yazılım tasarımı, bir çarpışma durumunda acil çağrı sistemi (eCall) için doğru araç konumunu iletmede başarısız olabilir.",MBUSA sahipleri bilgilendirecek ve iletişim modülü yazılımı bir satıcı tarafından veya kablosuz (OTA) güncelleme yoluyla ücretsiz olarak güncellenecektir.  Geri çağırma 12 Mart 2021'de başladı. Araç sahipleri 1-877-762-8267 numaralı telefondan MBUSA müşteri hizmetleriyle iletişime geçebilir.  MBUSA'nın bu geri çağırmaya ilişkin numarası 2021020025'tir.
THOMAS BUILT BUSES,"Daimler Trucks North America LLC (DTNA), 1998-2002 Thomas Build Buses Saf-T-Liner Conventional, 2000-2002 Saf-T-Liner ER, 2000-2017 Saf-T-Liner MVP-EF, 1998-1999 Vista, 2003 Saf-T-Liner FS65 model yıllarını geri çağırıyor. 2013-2017 Saf-T-liner C2, 2000-2002 Saf-T-Liner MVP-ER, 2013-2017 Saf-T-Liner HDX.  Etkilenen araçlarda, dış acil durum kapısı kolunu acil durum kapısı açma mekanizmasına bağlayan gövde korozyona uğrayabilir.","DTNA, sahiplerini bilgilendirecek ve bayiler, gövdeleri ücretsiz olarak değiştirecek veya korozyona karşı koruyacaktır.  28 Temmuz 2016'da sahiplere geçici bir bildirim gönderildi. 16 Aralık 2016'da sahiplere ikinci bir bildirim gönderildi. Parçalar mevcuttur.  Sahipler 1-800-547-0712 numaralı telefondan DTNA müşteri hizmetleriyle iletişime geçebilir.  Bu geri çağırma için DTNA'nın numarası FL-713'tür."
MERCEDES-BENZ,"Mercedes-Benz USA, LLC (MBUSA), belirli 2021 GLB35 AMG ve 2020-2021 GLB250 araçlarını geri çağırıyor.  Bagaj kapağındaki yan spoylerler doğru şekilde takılmamış olabilir ve bu durum bunların ayrılmasına neden olabilir.",MBUSA araç sahiplerini bilgilendirecek ve bayiler yan spoyleri ücretsiz olarak inceleyecek ve gerekirse değiştirecek.  Sahip mektupları 2 Temmuz 2021'de postalandı. Sahipler 1-800-367-6372 numaralı telefondan MBUSA müşteri hizmetleriyle iletişime geçebilir.  MBUSA'nın bu geri çağırmaya ilişkin numarası 2021050009'dur.
MERCEDES-BENZ,"Mercedes-Benz USA, LLC (MBUSA), 2017-2022 CLA-Class, GLA-Class, GLE-Class, GLS-Class, SLC-Class, A-Class, AMG GT-Class, C-Class, E-Class, S-Class, SL-Class, GLC-Class, CLS-Class, GLB-Class ve G-Class araçlarını geri çağırıyor.  Belirli araç modeli ayrıntıları için lütfen MBUSA'nın geri çağırma raporuna bakın.  İletişim modülünün SIM kart yazılımındaki bir hata, mobil ağ bağlantısı hatasına neden olarak acil çağrı (eCall) sistemini devre dışı bırakabilir.","İletişim modülü yazılımı, Over-the-Air (OTA) güncellemesi yoluyla veya bir bayi tarafından ücretsiz olarak güncellenecektir.  Sahip bildirim mektupları 8 Temmuz 2022'de postalandı. Sahip bildirim mektupları 8 Temmuz 2022, 17 Mayıs 2024, 29 Temmuz 2024 ve 27 Eylül 2024'te aşamalı olarak postalanacak. Sahipler 1-800-367-6372 numaralı telefondan MBUSA müşteri hizmetleriyle iletişime geçebilir.  MBUSA'nın bu geri çağırmaya ilişkin numaraları 2022060005 ve 2023110006'dır."
FREIGHTLINER,"Daimler Trucks North America, LLC (DTNA), belirli 2024-2025 Freightliner 108SD, 2022-2025 Freightliner 114SD, Freightliner Business Class M2, 2025 Freightliner eM2, 2020-2025 Western Star 49X, 2021-2025 Western Star 47X ve 2021-2025 Western Star 47X'i geri çağırıyor Gövde aydınlatma arayüz denetleyicisi ve yedek fren lambalarıyla donatılabilen 2022-2025 Western Star 57X araçları.  Aktif fren desteği (ABA) olayı sırasında frenler otomatik olarak uygulandığında fren lambaları yanmayabilir.",Bayiler ABA yazılımını ücretsiz olarak güncelleyecektir.  Sahip bildirim mektupları 24 Ekim 2024'te gönderildi. Sahipler 800-745-8000 numaralı telefondan DTNA müşteri hizmetleriyle iletişime geçebilir.  Bu geri çağırma için DTNA'nın numarası F1009'dur.
PRINX,"Prinx Chengshan Tire North America, Inc. (PCTNA), yedek lastik olarak satılan bazı Fortune Tormenta ve Prinx Hicountry'yi geri çağırıyor.  Belirli boyutlar için lütfen 573 Güvenlik Raporuna bakın.  Lastikler kar lastiği olarak etiketlenir ancak her türlü karlı hava koşulunda yeterli çekiş gücüne sahip değildir.  Dolayısıyla bu lastikler, Federal Motorlu Taşıt Güvenlik Standardı 139 numaralı ""Hafif Araçlar için Yeni Pnömatik Radyal Lastikler"" gerekliliklerine uymamaktadır.","Bayiler, ücretsiz olarak muayene edecek ve onaracak veya gerektiğinde müşterilere tamamen geri ödeme yapacaktır.  Sahip bildirim mektupları 27 Ocak 2025'te gönderildi. Sahipler, 1-855-544-4891 numaralı telefondan PCTNA müşteri hizmetleriyle iletişime geçebilir."
PRINX,"Prinx Chengshan Tire North America, Inc. (PCTNA), yedek lastik olarak satılan bazı Fortune Tormenta ve Prinx Hicountry'yi geri çağırıyor.  Belirli boyutlar için lütfen 573 Güvenlik Raporuna bakın.  Lastikler kar lastiği olarak etiketlenir ancak her türlü karlı hava koşulunda yeterli çekiş gücüne sahip değildir.  Dolayısıyla bu lastikler, Federal Motorlu Taşıt Güvenlik Standardı 139 numaralı ""Hafif Araçlar için Yeni Pnömatik Radyal Lastikler"" gerekliliklerine uymamaktadır.","Bayiler, ücretsiz olarak muayene edecek ve onaracak veya gerektiğinde müşterilere tamamen geri ödeme yapacaktır.  Sahip bildirim mektupları 27 Ocak 2025'te gönderildi. Sahipler, 1-855-544-4891 numaralı telefondan PCTNA müşteri hizmetleriyle iletişime geçebilir."
VOLKSWAGEN,"Volkswagen Group of America, Inc. (Volkswagen), 2003 model Volkswagen Passat sedan, Jetta, Jetta wagon, Golf, EuroVan, EuroVan Camper Van ve EuroVan Chassis araçlarını geri çağırıyor.  Sürücü ön hava yastığının açılması üzerine aşırı iç basınç, şişiricinin patlamasına neden olabilir.","Volkswagen araç sahiplerini bilgilendirecek ve bayiler, sürücünün ön hava yastığı şişiricisini ücretsiz olarak değiştirecek.  Geri çağırma 2 Mayıs 2019'da başladı. Araç sahipleri 1-800-893-5298 numaralı telefondan Volkswagen müşteri hizmetleriyle iletişime geçebilir.  Volkswagen'in bu geri çağırmaya ilişkin numarası 69X3."
FORD,"J&J Kamyon ekipmanı (J&J) olarak faaliyet gösteren Somerset Welding & Steel, belirli Muncie Power Products PTO Gruplarıyla donatılmak üzere J&J tarafından modifiye edilmiş 6.8L benzinli motorlara sahip 2009-2013 model yılı Ford F-350, F-450 ve F-550 Super Duty şasilerini geri çağırıyor.  Etkilenen araçlarda, PTO basınç anahtarından egzozu kaplayan termal battaniyeye yağ sızabilir.","Somerset araç sahiplerini bilgilendirecek ve bayiler, anahtarı egzoz sisteminden uzaklaştıran yeni bir basınç anahtarı kitini ücretsiz olarak kuracak. Geri çağırma Ağustos 2014'te başladı. Araç sahibi, 1-800-777-2671 numaralı telefondan Somerset müşteri hizmetleriyle iletişime geçebilir."
